"1","ARCH","<p>Built in 1894 as a library, Architecture Hall is the oldest building on campus. The symbolic and sentimental home of architecture at UNL, Architecture Hall stands as a monument not only to an historic style of architecture, but also to the progress of a University and the thousands of students who ascended the famous wooden staircase into its design studios.</p> <p>Today, the College of Architecture is a busy and exciting place. The College's programs in architecture, interior design and community planning have a proud tradition of excellence in education, research, and service to the State of Nebraska and the nation.</p> <p>Some 700 students are enrolled in Architecture classes, learning with a faculty of 37 to explore the past, present, and future of our communities. From gallery displays and provocative seminars, to the quiet of the Architecture Library, the bustle of the design studio, and the excitement of a community town hall meeting, the College of Architecture is at work.</p>"
"2","BL","<p>Both physics and astronomy have been taught at UNL since the University first opened its doors to students in 1871. In the earliest years, classes consisted merely of recitations by students of material memorized from their textbooks; there were no lectures, discussions, or laboratories.</p><p>As the University grew, there began to be more specialization and under the enlightened leadership of some of the early chancellors several excellent scholars were added to the faculty. One of these was DeWitt Bristol Brace who came to Nebraska in 1887. His contributions to UNL and to the field of physics were numerous, and it is in his honor that Brace Hall, completed in December of 1905, was named.</p><p>For further information consult the book <em>Science on the Great Plains: The History of Physics and Astronomy at the University of Nebraska-Lincoln</em> by M. Eugene Rudd, published by the University of Nebraska in 1992.</p>"
"3","RH","<p>The Department of Art &amp; Art History is housed in two buildings, Nelle Cochrane Woods Hall and Richards Hall. Both are in the \"arts quadrangle,\" which is the southwest corner of city campus, generally the area of the original 4-block University of Nebraska campus.</p> <p>Richards Hall houses the department's gallery of art (the Eisentrager-Howard Gallery); painting, drawing, visual literacy, sculpture and ceramics classrooms; a 1500 square-foot papermaking studio; and faculty and student studios. A multimedia-equipped 200-seat auditorium and a 46-seat seminar room are located on the lower level.</p><p>The Eisentrager-Howard Gallery of the Department of Art &amp; Art History on the first floor is an integral part of the educational process at UNL, providing the department, general public and University community with opportunities to view, contemplate and interact with contemporary artwork from a variety of sources both at the national and international levels.</p><p>The department's gallery serves as an extension of the studio and classroom learning experience. The opportunity for students and the public to meet and discuss contemporary art issues with an artist who may be exhibiting in the gallery is an important aspect of the gallery programs. Regularly scheduled exhibitions include traditional thematic shows that complement the curriculum, as well as installations and site-specific works that introduce students to new genres. The gallery maintains a commitment to exhibiting artists who reside in the state of Nebraska focusing on those in Lincoln and Omaha.</p>"
"4","WAB","<p>Nelle Cochrane Woods Hall is one of two buildings housing the Department of Art &amp; Art History. The other is Richards Hall. Both are in the \"arts quadrangle,\" which is the southwest corner of city campus, generally on the footprint of the original 4-block University of Nebraska campus.</p><p>Woods Hall houses the department's slide collection, printmaking studios, book arts studio, graphic design computer lab, a general purpose computer lab, photography darkrooms, a visual literacy lab, and general purpose classrooms. The department slide library now numbers over 100,000 items.</p><p>The printmaking and book arts facilities occupy most of the top floor. The five large rooms feature full-length walls of windows, creating exceptionally well-lit and inviting workspaces. The shop includes separate rooms for etching, lithography, letterpress and book arts, with large work tables in each area. Work areas for the mediums of screen printing and relief are provided in a central work area, as well as in the large advanced/graduate print studio.</p>"
"5","FERG","<p>Ferguson hall is home to the Minnich Telescope, a beautiful 12-inch refracting telescope that makes it possible to see our sun close-up in the daytime and experience the beauty of the universe undiminished by the cold of the winter night.</p><p>The Minnich Telescope was dedicated on May 5, 1988.</p>"
"6","HAH","<p>Home to the Department of Chemistry, nine-story Hamilton Hall contains 220,000 square-feet, more than enough room for its 32 research groups and approximately 150 graduate students. Essentially all faculty offices, research laboratories, chemistry classrooms and undergraduate laboratories are located in this spacious building. The UNL Chemistry Library, with more than 49,000 volumes, is centrally located on the 4th floor. The Biological Sciences Library, with 78,000 volumes, is located in adjacent Manter Hall. The two libraries are joined by an enclosed walkway.</p><p>Most classrooms, the general chemistry resource room, and all undergraduate laboratories are located on the lower levels, while most research offices and laboratories are located on the upper levels. The High Hazard Laboratory, located on the 9th floor, was specially designed for research involving unstable materials.</p>"
"7","SHEL","<p>The Sheldon Memorial Art Gallery and Sculpture Garden houses over 12,000 works of art in all media. This comprehensive collection of American art includes prominent holdings of 19th-century landscape and still life, American Impressionism, early Modernism, geometric abstraction, Abstract Expressionism, pop, minimalism and contemporary art.</p><p>In the Sculpture Garden, 36 monumental sculptures are exhibited year-round and include major works by Gaston Lachaise, Elie Nadelman, Jacques Lipchitz, Claes Oldenburg and Coosje van Bruggen, David Smith, William Tucker, Bryan Hunt, Judith Shea, Mark di Suvero, Michael Heizer, and Richard Serra.</p><p>Sheldon's exhibition program comprises approximately 20 exhibitions per year and focuses on American art in all media. The curatorial staff organizes exhibitions drawn from the permanent collection, many of which have been circulated nationally. The program also includes exhibitions organized by peer institutions throughout the United States. Educational programs such as symposia, lectures and tours are organized in conjunction with each exhibition.</p>"
"8","CBA","<p>Completed in 1919 as UNL's Social Sciences Building, the College of Business Administration building houses the college of the same name  a comprehensive business school that contains the traditional departments of Economics, Finance, Management and Marketing; as well as the School of Accountancy, the Actuarial Science program, and the Bureau of Business Research. It is the academic home to over 3000 undergraduate and graduate students.</p><p>The recently renovated facility boasts a state of the art environment for business education. All classrooms are fully equipped with digital multimedia equipment and information technologies, as well as advanced teaching aids, such as in-class simulation. The building has wireless computing capabilities for students, faculty and staff. Several computer labs and computer classrooms complete the technological facilities, which include new computers, group and individual work areas and training.</p> "
"9","LLN","<p>The Don L. Love Memorial Library is the main library in the UNL library system. It is the largest library in Nebraska and the state's only comprehensive research library.</p><p>Love Library provides a comfortable, secure environment for individuals and groups to study and do research. A wireless network, as well as some standard wired ports, provides users with access to the Internet via personal laptop computers or those that can be checked out at the Circulation Desk.</p><p>The collections located in the Love Library North & Link building include all levels of the social sciences and humanities, including art, business, education, geography, history, journalism, language, literature, philosophy, political science, psychology, religion and sociology.</p><p>Library users have access to the IRIS Catalog, including a wide variety of databases and full-text resources, as well as general use computers. Individual study rooms are available for check out and the Reference desk, Integrated Computer Area, and workstations with access to a wide-range of CD-ROM databases are located in the Link area.</p><p>Among Love's many features you'll find:</p><ul><li>More than 2.2 million volumes</li><li>More than 12,700 active serials, both American and international</li><li>Current periodicals</li><li>Newspapers, primarily large metropolitan American and international</li><li>More than 2 million microform pieces.</li><li>A collection of videotapes</li></ul>"
"10","LLS","<p>The Don L. Love Memorial Library is the main library in the UNL library system. It is the largest library in Nebraska and the state's only comprehensive research library.</p><p>Love Library provides a comfortable, secure environment for individuals and groups to study and do research. A wireless network, as well as some standard wired ports, provides users with access to the Internet via personal laptop computers or those that can be checked out at the Circulation Desk.</p><p>Love South holds collections for all levels of the sciences, including biology, chemistry, physics and astronomy.  Also located in the Love South building are government documents, microforms, newspapers, current periodicals, videotapes and DVDs.</p><p>Individual study rooms, as well as a large reading room for quiet study, are available.</p><p>Among Love's many features you'll find:</p><ul><li>More than 2.2 million volumes</li><li>More than 12,700 active serials, both American and international</li><li>Stand-alone workstations with access to a wide-range of CD-ROM databases, from general reference sources to more specialized research tools</li><li>The Integrated Computer Area, an expanded student computer lab area, with word processing, e-mail and Internet access.</li></ul>"
"11","NU","<p>On City Campus, the Nebraska Union offers an array of facilities, services, and programs.</p><p>Among its many features are study areas and restaurants, a 24-hour computer lab, ATMs and a full-service bank, University Bookstore, and a Rec Room with darts, pool tables, video games and other fun things to do.</p><p>Visit the Nebraska Union's Information Desk to get a free bus pass, bus maps, check out a laptop, get meeting information, and more. Ticketmaster can hook you up with regional entertainment and sports events in Lincoln, Omaha, and Kansas City.</p><p>The Nebraska Union houses the Student Involvement Center (2nd floor), where you can find over 390 organizations to get involved in. You'll also find the Association of Students of the University of Nebraska (ASUN) where students can represent their college, or be a part of committees that affect a wide range of campus issues.</p>"
"12","ANDR","<p>Among the many current occupants of Andrews Hall you'll find the offices of  <em>Prairie Schooner</em> magazine. The magazine publishes short stories, poems, interviews, imaginative essays of general interest, and reviews of current books of poetry and fiction. <em>Prairie Schooner's</em> intention is to publish the best writing available, both from beginning and established writers.</p>"
"13","MORR","<p>Organized in 1871 as an academic unit of the University of Nebraska, the State Museum collects, preserves, and interprets objects and associated data in research about the natural world. The Museum occupies approximately 165,000 square feet in four buildings.</p><h2>Morrill Hall</h2><p>At the museum, you'll find amazing prehistoric mammal fossils, interactive wildlife dioramas, a hands-on Discovery Center with children's fossil dig, Native American and African exhibits, astronomy shows at Mueller Planetarium, and of course&ndash;dinosaurs. The museum is among the 25 largest museums of natural history in the U.S. with over 13 million objects and specimens. Its parasitological and fossil mammal collections are the 2nd and 3rd largest collections in the country, respectively. The non-vascular plant and insect collections are both among the 25 largest in the U.S., and UNSM scarab collections are the 4th largest in the world. Databases built from these collections are a unique research resource for the University, state, nation, and world. The Museum houses the earliest records of biodiversity in Nebraska and the Great Plains and serves as a repository for voucher specimens for several state agencies.</p><p>Morrill Hall is also home to the Mueller Planetarium. For over 40 years, Mueller Planetarium has educated audiences with exciting multimedia presentations exploring the latest discoveries in astronomy, bringing this fascinating science to life.</p><p>Morrill Hall is open to the public seven days a week from 9:30am to 4:30pm, Monday through Saturday and 1:30 to 4:30pm on Sundays and holidays.</p>"
"14","BURN","<p>Edgar A. Burnett, then Dean of the College of Architecture, succeeded Samuel Avery as UNL's chancellor in 1927. Burnett Hall was built to serve the College of Arts and Sciences that had experienced a significant boom in enrollment during the 1940s.</p>"
"15","OTHM","<p>Donald F. Othmer Hall is the home of the Department of Chemical Engineering, the Office of College Relations and the Dean's office suite. Othmer Hall is located on the south side of Walter Scott Engineering Center at 17th and Vine streets.</p><p>The four-story brick and limestone building features the latest in research laboratory design, including a bio-process manufacturing facility, the first of its kind in any American university; a state-of-the-art computer control system for laboratories; and next-generation distance education technology.</p><p>Funding for the $24 million building came from the estate of Mildred Topp Othmer, who died in 1998. Mildred, a 1928 graduate of UNL, was the widow of Donald F. Othmer, a noted chemical engineer and professor at Polytechnic Institute of New York in Brooklyn. Donald graduated from the University of Nebraska with a bachelor's degree in chemical engineering in 1924 and earned a master's degree and doctorate from the University of Michigan. Throughout his long career he accumulated 150 patents in a variety of fields. In 1947, he and Raymond Kirk, a Polytechnic colleague, published the Kirk-Othmer Encyclopedia of Chemical Technology. The 27-volume collection is a mainstay in virtually every university, research facility and company that uses chemical processes.</p>"
"16","AVH","<p>Originally built to replace the first Chemistry Building, Avery Laboratory was constructed in 1916 as part of Coolidge and Hodgdon's comprehensive building plan for the University. Avery Hall was located outside of the old iron fence surrounding the original University site, as were all other Coolidge and Hodgdon buildings (Teachers College, Soc Sci and Bessey).</p><p>The Re-Dedication of the newly renovated Avery Hall was conducted on September 30, 2004. Avery is now the home of the Mathematics Department, Computer Science and Engineering Department, the Center for Science, Mathematics and Computer Education, and a branch of the Statistics Department. The remodeled structure contains classrooms and faculty and graduate student offices and includes wireless computer networking, gathering spaces, and multimedia configurations.</p>"
"17","MANT","<p>The Harold W. Manter Laboratory of Parasitology is one of the the most important extant centers of Systematic Parasitology.</p><p>The Harold W. Manter Laboratory of Parasitology was established 29 March 1971 at the University of Nebraska - Lincoln.  In 1981 the HWML was designated one of three National Resource Centers for Parasitology and many students associated with the lab have been trained in systematics as well as other aspects of parasitology.</p> <p>Three Henry Baldwin Ward Medalists (the highest annual award that is given by the American Society of Parasitologists) were students in Parasitology and in the lab while Professor Mary Hanson Pritchard directed the laboratory (Professor Pritchard is now our full-time librarian and Curator Emeritus).</p>  <p>In the past 5 years, more than 150 publications have resulted from research both in the HWML and from specimens loaned from, or deposited into, the HWML as types or vouchers.  On an annual basis we process more than 50 loans outgoing per year and we receive thousands of specimens into the collection from researchers world-wide for archiving and safe storage of valuable voucher specimens. We have had more than 30 visiting scientists come to work in the HWML in the past 5 years, studying specimens and using the library.</p>"
"18","ADMN","<p>The Canfield Administration Building is home to the campus' central administration. Within it you'll find the Office of Registration and Records, the Bursar's Office, and the Office of Multi-Cultural Affairs among many others.</p>"
"19","ADMS","<p>The Canfield Administration Building is home to the campus' central administration. Within it you'll find the Office of Registration and Records, the Bursar's Office, and the Office of Multi-Cultural Affairs among many others.</p>"
"20","4","<p>The Culture Center promotes ethnic traditions and serves as a community meeting place for all students, with emphasis on Asian American, African American, Mexican American, and Native American students.</p><p>The Culture Center seeks to meet the particular educational, cultural, and social needs of ethnic students and their student organizations. Additionally, it seeks to educate others on campus about ethnic cultures and the contributions they make to the campus community.</p><p>Services provided at the Center include social events, workshops, large meeting rooms, a conference room, a resource library, study lounges, a computer room, and a fully equipped kitchen. The Center is a one of the three Nebraska Unions.</p>"
"21","ANDN","<p>Formerly the Security Mutual Insurance building on Lincoln's Centennial Mall, Andersen Hall underwent a $6 million renovation and was re-opened in 2001 as the home of the College of Journalism and Mass Communications. Renamed in honor of long-time UNL friends and supporters Harold and Marian Andersen, the building moves all journalism programs under one roof, an important environment to foster in an age where radio, newspapers and Internet Web sites all communicate and work together to achieve their individual goals.</p><p>Combining a classic look of the 50s architecture with modern updates, Andersen Hall is a 46,000-square-foot, cutting-edge mass communications educational facility.</p><p> The first floor holds the department offices, a student commons / study area, the graduate center and the main classrooms, as well as a writing lab, distance learning control room and a focus group room.</p> <p>Second floor space is for the KRNU radio station, radio and television news studios and audio production labs, faculty offices and news conference rooms. The largest area of the second floor is dedicated to a multimedia newsroom with computer pods that could accommodate any type of newsroom product: Web, video, audio or print. The second floor has a client presentation room, graphics labs, production studio and set storage.</p><p>On the basement level is a 120-seat lecture hall, regular darkroom facilities and a student lounge. The large lecture hall will also accommodate distance learning, and can be divided into smaller discussion areas.</p>"
"22","HARH","<p>First opened in 1961 as the Nebraska Center for Continuing Education, and renamed in 1994 in honor of Dr. Clifford Hardin, Hardin Hall was constructed with a W. K. Kellogg Foundation grant and with private donations from the citizens of Nebraska. It provided study facilities, housing, and meal service for thousands of adult and youth groups who came to the UNL campus for conferences, workshops, and institutes.</p><p>In January 2003, the University of Nebraska Board of Regents approved a plan to completely renovate Hardin Hall to provide faculty, staff, and students in the School of Natural Resources with state-of-the-art laboratories, classrooms, and offices to support the university’s teaching, research, and extension education programs in natural resources.  This 157,000 square feet facility also serves as the academic home for the UNL Department of Statistics.</p><p>Hardin served as chancellor from 1954 until 1968, when he accepted nomination from President Richard Nixon to serve as the United States Secretary of Agriculture. He served as secretary of agriculture with distinction until 1971.  </p>"
"23","LIED","<p>Completed in 1989, the Lied Center for Performing Arts is a state-of-the-art performing arts facility. The Lied serves students and residents of the entire region by bringing the world's finest arts and entertainment to its stage. It offers major regional, national and international events. It also provides opportunities for Nebraska artists to perform and a teaching/training laboratory for performing arts departments at UNL.</p><p>The entire building covers 150,000 square-feet, with seating for 2,278. The auditorium is an instrument itself. There are no parallel walls and the seats were specially designed to absorb the same amount of sound whether people are sitting in them or not. This means the acoustics in the hall are perfect. A performance will sound as good with an audience of 200 or a full house. The front of the main stage is only 150 ft. from the very back of the balcony, creating a feeling of intimacy.</p><p>Lied includes a black box theatre, named The Johnny Carson Theater, that incorporates adjustable acoustics. This means that the acoustics of the main hall can be duplicated in this room. The Johnny Carson Theater has movable seating and can be used as a small theater for public performances as well as for dance and music rehearsals. Lied also houses a conference room, teaching spaces, and other facilities.</p> "
"24","COOK","<p>Construction began on the approximately 79,280 sq. ft. Cook Pavillion in April of 1987 and was completed November of 1987. It is just one of the several facilities that is open to the entire student body of the University of Nebraska year round.</p> <p>The University of Nebraska-Lincoln is one of the few universities in the country to offer such a large facility as Cook Pavilion and is equally shared with the Athletic Department. However, between the hours of 1pm - 6pm Monday through Friday, varsity athletics do have priority on the field. The student body is allowed access to the field whenever athletics is not using Cook Pavilion."
"25","BESY","<p>Recently-renovated Bessey Hall contains state-of-the-art laboratory, computer, and field research equipment available for student use. The Department of Geosciences occupies the top two floors of the building.</p><p>The lower level of Bessey hall houses the UNL Geology Library collection, which contains journals, books, maps, reports and reference materials relating to all aspects of Earth Sciences. The collection includes over 45,000 volumes and nearly 500 current journal subscriptions. The Geology Library is a repository for United States Geologic Survey maps and houses over 85,000 sheets.</p><p>Bessey Hall also contains a \"wet flume\" room with a simulated stream for geology departments, as well as a modern acoustical auditorium.</p>"
"26","SEH","<p>A part of the Selleck Quadrangle, Seaton Hall opened in the fall of 1954. Seaton is named after Lawrence F. Seaton (1887-1948) [who] was the university's operating superintendent and purchasing agent. Seaton, an NU graduate, gave 35 years of service to the university. Under his direction, many prominent campus buildings--including the Coliseum, Field House, Nebraska Union, Andrews Hall, Morrill Hall, Love Library and a number of residence halls--were constructed.</p><p>Seaton Hall was first a dormitory during the post war years at UNL when the influx of returning soldiers caused a housing shortage. In the early 1970s Seaton was converted from a residence hall into a number of offices and housed faculty from such departments as educational psychology, actuarial science, and housing.</p><p>In Oct. 2000 Graduate Studies became the sole occupant, with a redesigned entryway which included a handicap accessible door and elevator. The Plains Humanities Alliance and the Cather Project joined graduate studies in 2001. In 2003, with the creation of the Office of Undergraduate Studies, plans were under way to renovate the second and third floors to create usable office space and conference rooms.</p><p>Renovation began in the summer of 2004 to convert the old offices/dorm rooms and offices began taking up residence in the spring of 2005.</p>"
"27","COL","<p>Proposed by John Selleck, business manager for the Athletic Department, the Coliseum was financed by the Nebraska Athletic Alumni Association. George Holmes again arranged for financing through his office as president of the First National Bank. Davis and Wilson, having successfully designed and constructed the Stadium, were hired to design the Coliseum. It was completed in time for Commencement exercises to be held there in the spring of 1926.</p><p>The Coliseum was intended to provide space for sporting and social events. Univeristy officials decided to incorporate a stage into the design, making the Coliseum a versatile building which could be used for an assortment of activities. While the original building was constructed with funds provided by the NAAA, the stage addition was financed by the University.</p><p>Stylistically the Coliseum blends well with the other buildings on Memorial Mall, particularly Morrill Hall and Memorial Stadium. Also designed by Ellery Davis, these structures present a collegial dignity well suited to a large University. The tall doric columns of the Coliseum lend an imposing and elegant presence to the Mall.</p>"
"28","ACB","<p>Built in 1899, the Agriculture Experiment Station is the oldest building on the East Campus. The building is constructed of red brick, with gray sandstone sills and keystones, limestone steps and sills, and a gray slate roof. The building was designed by Lincoln architects Roberts & Woods, and was constructed by the Stephens Brothers Company at a cost of $27,500.</p><p>Originally the building’s first floor housed Experiment Station offices, with upper levels used for classroom and laboratory space. At the time the building was occupied, several other departments were also housed in the building including the Department of Agricultural Chemistry, a soil laboratory, entomology laboratory, and horticultural workrooms and greenhouses. The Station library, which had been entrusted to the care of the University Librarian, was housed in the building, greatly enhancing the collections of the University Library. Connected to the building at the time of construction was a greenhouse that extended to the south.</p><p>Now known as Agricultural Communications, this building represents the only 19th Century structure on the East Campus. The Agricultural Experiment Station is the first and oldest building on what has come to be known as the East Campus Mall.</p>"
"29","ENTO","<p>Dedicated on June 10th, 1913, with the building presented by Charles E Chowins, Supt of Construction for the University and designer of the building. Chowins was paid $300, in addition to his regular salary, for his work designing this building.</p><p>Omaha grey pressed brick, stone trimmings, slate roof, reinforced concrete floor. Large rectangular structure with projecting center full height pediment supported by ionic columns. First level has arched windows, brick pillars supporting balcony. Columns rise from the balcony to support pediment. Hip roof. Situated on East Campus mall, north of Ag Experiment Station. \"Plant Industry\" is inscribed in the masonry over the entry, on the base of the pediment.</p><p>Plant Industry has remained home to various plant related programs over the years. Horticulture, agricultural botany and entomology were originally housed in Plant Industry, as they are today.</p>"
"30","AGH","<p>Construction on Agriculture Hall began in June of 1904, and was completed and accepted by Board of Regents, May 29 1905. The building dedication took place on Jan. 16, 1906.The Building Committee of the Board of Regents indicated that \"...the large building for school purposes be located so that the south east corner thereof will be in line with the south side of the experiment station building.\"</p><p>Planned as a classroom building, the new Agriculture Hall also housed the library materials formerly housed in the Agriculture Experiment Station building. Library materials remained in Agriculture Hall until the construction of CY Thompson Library in the early 1960’s.</p><p>Agriculture Hall is constructed of Omaha grey pressed brick, limestone and terra cotta trimmings, with a slate roof. It was design by Ferdinand Fiske, an important early Lincoln architect. Fiske also designed the Women’s Building, later called Home Economics, situated immediately north of Ag Hall.</p><p>Agriculture Hall remains mostly unchanged since its construction 100 years ago. It is home to the administrative offices of the Institute for Agriculture and Natural Resources.</p>"
"31","DEV","<p>With its 13,500-seat arena, the Bob Devaney Sports Center hosts both men's and women's basketball for the University of Nebraska-Lincoln. It also has a large indoor track facility and swimming and diving meets are held in the indoor pool.</p><p>In addition to University events, performances by national  recording stars. These performances are usually sponsored by the University Program Council or are part of the Nebraska State Fair. A $7.9 million renovation was completed in 1999, adding fan amenities including replay boards and a “Walk of Fame”.</p>"
"32","TEMP","<p>Home of University Theatre at UNL since 1907, Temple houses all theatre classes as well as the administrative offices and performance spaces of the Department of Theatre Arts and the Nebraska Repertory Theatre. University Theatre produces five to six major events and six Theatrix productions each year in the facility’s two theatres, Howell and Studio.</p><p>The Nebraska Repertory Theatre is the professional wing of the Department. Founded in  1968, Nebraska Rep signed an Actors’ Equity Association contract in 1988 and continues to operate under an U/RTA  agreement. Nebraska Rep stages performances of three award-winning plays July to August in Howell and Studio Theatres.</p>"
"33","KRH","<p>Kimball Recital Hall, on the University’s City Campus at 11th & R Streets, serves as the home for UNL School of Music’s Concerts and Recitals by faculty, students and guest artists. Kimball Recital Hall is acoustically outstanding, and with only 850 seats, is one of the finest concert halls in the Midwest.</p><p>To provide the best possible physical setting for concerts and recitals, the building has an elliptical roof and a round ceiling with an irregular surface. The theatre-style chairs are arranged in a continental - long rows, not separated by dividing aisles - seating pattern on the main floor and in divided blocks on the balcony. There is also an orchestra pit capable of accommodating a 40-member ensemble.</p> <p>The recital hall is located adjacent to Westbrook Music Building, home of the UNL School of Music. Performances include the Faculty Recital Series, and  other faculty performances, including recitals and chamber music ensembles. Student performances include the UNL Orchestra, Wind Ensemble, Concert Band, University Singers and Jazz Ensemble among others. The School of Music’s  Opera Program offers a repertoire of operas. Kimball Recital Hall also hosts several performances each year sponsored  by the Lied Center for Performing Arts including chamber music concerts and performances especially suited to  Kimball’s size.</p>"
"34","ANSC","<p>The Animal Sciences Complex consolidates all on-campus teaching, research, and extension programs for the Department of Animal Science into one facility. Modern classrooms, animal units for teaching management of livestock, and teaching and research laboratories with modern instruments and equipment have enhanced the capabilities of the department. The program emphasises breeding and genetics, meat science, nutrition, and physiology in each of the livestock and poultry species important to Nebraska.</p><p>Modern classrooms accommodate 20 to 200 students while the Library and Student Commons allow students to study independently or in small groups. Students develop their skills in least-cost ration formulation, study factors affecting response to genetic selection and learn applications for artificial intelligence programs in decision making.</p><p>Teaching and research laboratories offer diverse opportunities to study the many aspects of animal production. Teaching laboratories are used to deomonstrate the evaluation of feedstuffs, the manufacture of meat and poultry products, and the function of physiological systems. Metabolism stalls are used to determine digestibility of feedstuffs and to analyze which portions of food are used by animals for maintenance and for growth of lean, fat, and bone tissue.</p><p>Animal laboratories emphasize experimental learning as students are involved in the day-to-day management of livestock. These courses utilize such diverse resources as the swine farrowing-nursery facilities, a milking parlour, a battery brooder, quarters for ewes and lambs, stalls and pens for beef cows and calves, and cattle handling area to collect semen from bulls and artificial inseminate and pregnancy test cows. Modern horse stalls and a full-size riding arena are also part of the facilities.</p>"
